Entity,Code,Year,Patent applications per million people
Kenya,KEN,2003,0.6515214
Kenya,KEN,2004,0.8910136
Kenya,KEN,2005,0.94858086
Kenya,KEN,2006,1.110351
Kenya,KEN,2007,1.0779036
Kenya,KEN,2008,1.6076803
Kenya,KEN,2009,1.1891652
Kenya,KEN,2010,1.8546219
Kenya,KEN,2011,3.1664016
Kenya,KEN,2012,2.812984
Kenya,KEN,2013,2.8353045
Kenya,KEN,2014,2.8800926
Kenya,KEN,2015,2.9241328
Kenya,KEN,2016,3.0065978
Kenya,KEN,2017,2.758021
Kenya,KEN,2018,4.884562
Kenya,KEN,2019,5.770199
Kenya,KEN,2020,6.559486
Kuwait,KWT,2016,3.211391
Kuwait,KWT,2018,0.23163214
Kyrgyzstan,KGZ,1994,29.133259
Kyrgyzstan,KGZ,1995,25.889505
Kyrgyzstan,KGZ,1996,27.000467
Kyrgyzstan,KGZ,1997,32.078445
Kyrgyzstan,KGZ,1998,23.074932
Kyrgyzstan,KGZ,1999,12.297813
Kyrgyzstan,KGZ,2000,16.210133
Kyrgyzstan,KGZ,2001,16.862583
Kyrgyzstan,KGZ,2002,24.469597
Kyrgyzstan,KGZ,2003,35.248184
Kyrgyzstan,KGZ,2007,29.274132
Kyrgyzstan,KGZ,2008,25.255241
Kyrgyzstan,KGZ,2009,26.966703
Kyrgyzstan,KGZ,2010,24.435696
Kyrgyzstan,KGZ,2011,22.33293
Kyrgyzstan,KGZ,2012,19.531406
Kyrgyzstan,KGZ,2013,19.407084
Kyrgyzstan,KGZ,2014,22.702154
Kyrgyzstan,KGZ,2015,20.62558
Kyrgyzstan,KGZ,2016,13.957423
Kyrgyzstan,KGZ,2017,22.380991
Kyrgyzstan,KGZ,2019,14.548575
Kyrgyzstan,KGZ,2020,9.805631
Laos,LAO,2005,0.51256037
Laos,LAO,2006,0.84081703
Laos,LAO,2007,0.33105156
Laos,LAO,2008,0.16297626
Laos,LAO,2013,0.15149826
Laos,LAO,2014,0.14944406
Laos,LAO,2015,0.14733139
Laos,LAO,2017,0.4286985
Laos,LAO,2018,0.14074579
Latvia,LVA,1992,27.413876
Latvia,LVA,1993,58.73684
Latvia,LVA,1994,68.675415
Latvia,LVA,1995,81.70729
Latvia,LVA,1996,77.33928
Latvia,LVA,1997,64.82902
Latvia,LVA,1998,79.19319
Latvia,LVA,1999,37.504787
Latvia,LVA,2000,40.96072
Latvia,LVA,2001,49.591927
Latvia,LVA,2002,64.48423
Latvia,LVA,2003,39.66279
Latvia,LVA,2004,47.71471
Latvia,LVA,2005,50.153034
Latvia,LVA,2006,51.726086
Latvia,LVA,2007,63.876945
Latvia,LVA,2008,95.79564
Latvia,LVA,2009,112.873825
Latvia,LVA,2010,84.69991
Latvia,LVA,2011,83.29425
Latvia,LVA,2012,93.9797
Latvia,LVA,2013,110.75609
Latvia,LVA,2014,51.21728
Latvia,LVA,2015,68.27477
Latvia,LVA,2016,48.138386
Latvia,LVA,2017,46.039078
Latvia,LVA,2018,44.42993
Latvia,LVA,2019,42.785168
Latvia,LVA,2020,49.023304
Lebanon,LBN,2013,18.48963
Lebanon,LBN,2014,12.750335
Lebanon,LBN,2015,17.190344
Lesotho,LSO,1995,4.136323
Lesotho,LSO,1996,0.51148224
Lesotho,LSO,2018,1.8198113
Lesotho,LSO,2019,0.44929484
Liberia,LBR,1991,3.0939891
Liberia,LBR,1993,6.5642147
Libya,LBY,1989,0.72638416
Libya,LBY,1990,2.3601673
Libya,LBY,1991,5.7577434
Libya,LBY,1993,3.3003504
Libya,LBY,1994,2.15457
Libya,LBY,1995,1.2676775
Libya,LBY,1996,2.4895868
Lithuania,LTU,1991,7.6447964
Lithuania,LTU,1992,35.302658
Lithuania,LTU,1993,109.0132
Lithuania,LTU,1994,29.70459
Lithuania,LTU,1995,28.287268
Lithuania,LTU,1996,26.86711
Lithuania,LTU,1997,33.83044
Lithuania,LTU,1998,36.556946
Lithuania,LTU,1999,23.665714
Lithuania,LTU,2000,18.335173
Lithuania,LTU,2001,19.100346
Lithuania,LTU,2002,24.17658
Lithuania,LTU,2003,18.44549
Lithuania,LTU,2004,20.45233
Lithuania,LTU,2005,20.15689
Lithuania,LTU,2006,19.561008
Lithuania,LTU,2007,18.946247
Lithuania,LTU,2008,26.981897
Lithuania,LTU,2009,28.612015
Lithuania,LTU,2010,34.405632
Lithuania,LTU,2011,30.001936
Lithuania,LTU,2012,35.582077
Lithuania,LTU,2013,38.63693
Lithuania,LTU,2014,41.069435
Lithuania,LTU,2015,34.078285
Lithuania,LTU,2016,32.38258
Lithuania,LTU,2017,27.888222
Lithuania,LTU,2018,28.162863
Lithuania,LTU,2019,31.589111
Lithuania,LTU,2020,33.68473
Luxembourg,LUX,1980,266.67032
Luxembourg,LUX,1981,299.05292
Luxembourg,LUX,1982,257.5152
Luxembourg,LUX,1984,158.56223
Luxembourg,LUX,1985,221.02704
Luxembourg,LUX,1986,217.28561
Luxembourg,LUX,1987,186.21672
Luxembourg,LUX,1988,182.09279
Luxembourg,LUX,1989,153.86247
Luxembourg,LUX,1990,107.533936
Luxembourg,LUX,1991,134.57382
Luxembourg,LUX,1993,184.01582
Luxembourg,LUX,1994,124.36295
Luxembourg,LUX,1995,85.86028
Luxembourg,LUX,1996,125.846436
Luxembourg,LUX,1997,114.71919
Luxembourg,LUX,1998,103.876724
Luxembourg,LUX,1999,55.89819
Luxembourg,LUX,2000,195.11792
Luxembourg,LUX,2001,115.57969
Luxembourg,LUX,2002,91.94474
Luxembourg,LUX,2003,35.44913
Luxembourg,LUX,2004,50.240498
Luxembourg,LUX,2005,51.62756
Luxembourg,LUX,2006,55.03787
Luxembourg,LUX,2007,31.258009
Luxembourg,LUX,2008,98.231224
Luxembourg,LUX,2009,120.51193
Luxembourg,LUX,2010,155.79549
Luxembourg,LUX,2011,164.02711
Luxembourg,LUX,2012,205.42937
Luxembourg,LUX,2013,208.07707
Luxembourg,LUX,2014,230.18478
Luxembourg,LUX,2015,224.79211
Luxembourg,LUX,2016,245.13376
Luxembourg,LUX,2017,261.61768
Luxembourg,LUX,2018,250.0329
Luxembourg,LUX,2019,188.71545
Luxembourg,LUX,2020,204.63165
Macao,MAC,2005,6.13964
Macao,MAC,2007,1.9404815
Macao,MAC,2008,5.6705627
Macao,MAC,2009,1.8415325
Macao,MAC,2010,7.1773725
Macao,MAC,2011,7.005082
Macao,MAC,2012,8.579626
Macao,MAC,2013,10.11153
Macao,MAC,2014,3.310365
Macao,MAC,2015,4.876122
Macao,MAC,2017,1.565896
Macao,MAC,2018,1.5361078
Macao,MAC,2020,4.4359865
Madagascar,MDG,1994,0.669836
Madagascar,MDG,1995,1.586256
Madagascar,MDG,1996,0.48891348
Madagascar,MDG,1997,0.60897577
Madagascar,MDG,1998,0.91797644
Madagascar,MDG,1999,0.6356921
Madagascar,MDG,2000,0.43166092
Madagascar,MDG,2002,0.23239684
Madagascar,MDG,2003,0.16925906
Madagascar,MDG,2004,0.87667507
Madagascar,MDG,2005,0.37249547
Madagascar,MDG,2006,0.20671512
Madagascar,MDG,2007,0.45169476
Madagascar,MDG,2008,0.68247426
Madagascar,MDG,2009,0.047355004
Madagascar,MDG,2010,0.4141539
Madagascar,MDG,2011,0.13423926
Madagascar,MDG,2012,0.17416868
Madagascar,MDG,2013,0.1695772
Madagascar,MDG,2014,0.20647523
Madagascar,MDG,2015,0.12071992
Madagascar,MDG,2016,0.23527618
Madagascar,MDG,2017,0.3439113
Madagascar,MDG,2018,0.3352387
Madagascar,MDG,2020,0.21257614
Malawi,MWI,1980,0.31911296
Malawi,MWI,1981,1.0736372
Malawi,MWI,1982,0.44219422
Malawi,MWI,1983,0.14167683
Malawi,MWI,1988,0.11422329
Malawi,MWI,1989,0.108993076
Malawi,MWI,1991,0.10171301
Malawi,MWI,1992,0.19771788
Malawi,MWI,1993,0.29247656
Malawi,MWI,1994,0.09869918
Malawi,MWI,1995,0.098884456
Malawi,MWI,1996,0.19397654
Malawi,MWI,1997,0.19024643
Malawi,MWI,1998,0.18635052
Malawi,MWI,1999,0.09112487
Malawi,MWI,2000,0.26715633
Malawi,MWI,2015,0.35421336
Malawi,MWI,2016,0.17235808
Malaysia,MYS,1985,0.52951586
Malaysia,MYS,1986,1.8639033
Malaysia,MYS,1987,4.428337
Malaysia,MYS,1988,4.4176517
Malaysia,MYS,1989,4.9353285
Malaysia,MYS,1990,5.2520227
Malaysia,MYS,1991,5.8831787
Malaysia,MYS,1992,8.150395
Malaysia,MYS,1993,10.393661
Malaysia,MYS,1994,11.38411
Malaysia,MYS,1995,7.0020757
Malaysia,MYS,1996,10.681974
Malaysia,MYS,1997,8.423855
Malaysia,MYS,1998,8.848932
Malaysia,MYS,1999,9.745782
Malaysia,MYS,2000,8.977931
Malaysia,MYS,2001,11.511086
Malaysia,MYS,2002,13.337504
Malaysia,MYS,2003,15.198416
Malaysia,MYS,2004,20.605331
Malaysia,MYS,2005,20.136139
Malaysia,MYS,2006,20.030619
Malaysia,MYS,2007,24.729996
Malaysia,MYS,2008,29.56879
Malaysia,MYS,2009,43.732178
Malaysia,MYS,2010,42.86551
Malaysia,MYS,2011,36.86934
Malaysia,MYS,2012,37.558727
Malaysia,MYS,2013,39.78788
Malaysia,MYS,2014,44.206364
Malaysia,MYS,2015,40.94135
Malaysia,MYS,2016,35.176853
Malaysia,MYS,2017,36.46506
Malaysia,MYS,2018,34.44522
Malaysia,MYS,2019,32.648434
Malaysia,MYS,2020,29.789167
Mali,MLI,1981,0.1327516
Malta,MLT,1980,20.983654
Malta,MLT,1981,17.823988
Malta,MLT,1982,8.831945
Malta,MLT,1983,11.665515
Malta,MLT,1986,14.200713
Malta,MLT,1987,14.077488
Malta,MLT,1988,8.369369
Malta,MLT,1989,5.52619
Malta,MLT,1990,5.4735136
Malta,MLT,1991,16.274452
Malta,MLT,1992,8.066858
Malta,MLT,1993,21.318724
Malta,MLT,1994,55.472202
Malta,MLT,1995,28.806368
Malta,MLT,1996,15.573454
Malta,MLT,1997,56.578106
Malta,MLT,1998,20.382841
Malta,MLT,1999,27.778269
Malta,MLT,2000,57.6135
Malta,MLT,2001,64.650406
Malta,MLT,2002,54.36018
Malta,MLT,2007,24.266485
Malta,MLT,2008,33.864933
Malta,MLT,2009,19.253494
Malta,MLT,2010,28.65617
Malta,MLT,2011,21.247612
Malta,MLT,2012,25.586632
Malta,MLT,2013,29.712181
Malta,MLT,2014,11.199488
Malta,MLT,2015,19.711554
Malta,MLT,2016,6.414135
Malta,MLT,2017,10.427377
Malta,MLT,2018,4.068431
Malta,MLT,2019,9.927608
Malta,MLT,2020,11.642257
Mauritius,MUS,1981,2.062268
Mauritius,MUS,1985,3.899483
Mauritius,MUS,1988,2.81868
Mauritius,MUS,1990,0.91718215
Mauritius,MUS,1991,1.8111562
Mauritius,MUS,1993,1.7648201
Mauritius,MUS,1994,4.358571
Mauritius,MUS,1995,2.585721
Mauritius,MUS,1996,2.5585372
Mauritius,MUS,1997,2.5332167
Mauritius,MUS,1998,2.5107145
Mauritius,MUS,2008,1.5677778
Mauritius,MUS,2011,0.7774605
Mauritius,MUS,2012,3.1037755
Mauritius,MUS,2013,1.5495491
Mauritius,MUS,2014,2.3217802
Mauritius,MUS,2015,0.7733001
Mauritius,MUS,2016,1.5457038
Mauritius,MUS,2017,0.77235407
Mauritius,MUS,2018,12.351531
Mauritius,MUS,2019,3.0857437
Mauritius,MUS,2020,4.6231017
Mexico,MEX,1980,10.398022
Mexico,MEX,1981,11.049521
Mexico,MEX,1982,7.7841077
Mexico,MEX,1983,10.127592
Mexico,MEX,1984,9.361863
Mexico,MEX,1985,7.8801146
Mexico,MEX,1986,8.251955
Mexico,MEX,1987,9.567589
Mexico,MEX,1988,8.2644615
Mexico,MEX,1989,9.434932
Mexico,MEX,1990,8.088553
Mexico,MEX,1991,6.7665167
Mexico,MEX,1992,6.647594
Mexico,MEX,1993,6.3821115
Mexico,MEX,1994,5.6389437
Mexico,MEX,1995,4.801624
Mexico,MEX,1996,4.214592
Mexico,MEX,1997,4.5072556
Mexico,MEX,1998,4.7801304
Mexico,MEX,1999,4.723111
Mexico,MEX,2000,4.403646
Mexico,MEX,2001,5.372542
Mexico,MEX,2002,5.2122
Mexico,MEX,2003,4.569003
Mexico,MEX,2004,5.435524
Mexico,MEX,2005,5.538569
Mexico,MEX,2006,5.3701677
Mexico,MEX,2007,5.807781
Mexico,MEX,2008,6.2451854
Mexico,MEX,2009,7.4021096
Mexico,MEX,2010,8.450899
Mexico,MEX,2011,9.32979
Mexico,MEX,2012,11.178695
Mexico,MEX,2013,10.31625
Mexico,MEX,2014,10.492111
Mexico,MEX,2015,11.352486
Mexico,MEX,2016,10.780188
Mexico,MEX,2017,10.85972
Mexico,MEX,2018,12.53892
Mexico,MEX,2019,10.432879
Mexico,MEX,2020,8.984248
Moldova,MDA,1993,14.909766
Moldova,MDA,1994,52.872128
Moldova,MDA,1995,60.521317
Moldova,MDA,1996,65.23409
Moldova,MDA,1997,67.14015
Moldova,MDA,1998,59.032486
Moldova,MDA,1999,59.480354
Moldova,MDA,2000,56.449722
Moldova,MDA,2001,104.03523
Moldova,MDA,2002,57.623074
Moldova,MDA,2003,71.56843
Moldova,MDA,2004,73.38773
Moldova,MDA,2005,94.21749
Moldova,MDA,2006,76.84995
Moldova,MDA,2007,85.89454
Moldova,MDA,2008,71.60806
Moldova,MDA,2009,35.738136
Moldova,MDA,2010,37.790367
Moldova,MDA,2011,26.980906
Moldova,MDA,2012,26.516903
Moldova,MDA,2013,19.610529
Moldova,MDA,2014,20.069866
Moldova,MDA,2015,19.527735
Moldova,MDA,2016,28.215961
Moldova,MDA,2017,22.952257
Moldova,MDA,2018,29.282213
Moldova,MDA,2019,27.335619
Moldova,MDA,2020,27.554031
Monaco,MCO,1980,516.567
Monaco,MCO,1981,732.33246
Monaco,MCO,1982,326.08694
Monaco,MCO,1983,678.40186
Monaco,MCO,1984,386.87442
Monaco,MCO,1985,520.23724
Monaco,MCO,1986,342.47748
Monaco,MCO,1987,643.54425
Monaco,MCO,1988,536.4447
Monaco,MCO,1989,298.9636
Monaco,MCO,1990,691.9047
Monaco,MCO,1991,392.24658
Monaco,MCO,1992,292.0371
Monaco,MCO,1993,322.0301
Monaco,MCO,1994,671.35547
Monaco,MCO,1995,412.6329
Monaco,MCO,1996,504.09576
Monaco,MCO,1997,625.1172
Monaco,MCO,1998,124.092575
Monaco,MCO,1999,462.7059
Monaco,MCO,2000,184.64948
Monaco,MCO,2001,184.80872
Monaco,MCO,2002,246.86786
Monaco,MCO,2003,154.57861
Monaco,MCO,2004,217.00043
Monaco,MCO,2005,62.18519
Monaco,MCO,2006,187.34778
Monaco,MCO,2007,345.46652
Monaco,MCO,2008,219.51143
Monaco,MCO,2009,92.51264
Monaco,MCO,2010,180.70656
Monaco,MCO,2011,176.62123
Monaco,MCO,2012,115.19742
Monaco,MCO,2013,141.0477
Monaco,MCO,2014,166.05319
Monaco,MCO,2015,135.93976
Monaco,MCO,2016,188.73012
Monaco,MCO,2017,485.58093
Monaco,MCO,2018,107.96221
Monaco,MCO,2019,269.84
Monaco,MCO,2020,162.41237
Mongolia,MNG,1983,6.572526
Mongolia,MNG,1984,18.16575
Mongolia,MNG,1991,12.726828
Mongolia,MNG,1992,11.625292
Mongolia,MNG,1993,24.225735
Mongolia,MNG,1994,55.615566
Mongolia,MNG,1995,55.785873
Mongolia,MNG,1996,48.365788
Mongolia,MNG,1997,78.09296
Mongolia,MNG,1998,61.53447
Mongolia,MNG,2001,42.869644
Mongolia,MNG,2002,48.50434
Mongolia,MNG,2003,66.36304
Mongolia,MNG,2004,56.344578
Mongolia,MNG,2005,39.073826
Mongolia,MNG,2006,39.903225
Mongolia,MNG,2009,28.49945
Mongolia,MNG,2010,40.702644
Mongolia,MNG,2013,46.74605
Mongolia,MNG,2014,47.884373
Mongolia,MNG,2015,36.76525
Mongolia,MNG,2016,36.969078
Mongolia,MNG,2017,40.051254
Mongolia,MNG,2018,25.91661
Mongolia,MNG,2019,25.9866
Mongolia,MNG,2020,20.034363
Montenegro,MNE,2008,4.750782
Montenegro,MNE,2010,36.447308
Montenegro,MNE,2011,31.655537
Montenegro,MNE,2012,58.446922
Montenegro,MNE,2013,36.280407
Montenegro,MNE,2014,20.495
Montenegro,MNE,2015,36.279377
Montenegro,MNE,2016,15.791203
Montenegro,MNE,2018,4.750902
Montenegro,MNE,2019,25.38059
Montenegro,MNE,2020,7.948393
Morocco,MAR,1980,1.4736936
Morocco,MAR,1981,1.7814488
Morocco,MAR,1982,2.2654123
Morocco,MAR,1983,0.751619
Morocco,MAR,1984,1.2833871
Morocco,MAR,1985,1.5670418
Morocco,MAR,1986,1.2705675
Morocco,MAR,1987,3.0927923
Morocco,MAR,1988,3.4990683
Morocco,MAR,1989,2.484667
Morocco,MAR,1990,2.48262
Morocco,MAR,1991,2.2010489
Morocco,MAR,1993,1.6274792
Morocco,MAR,1994,4.0837274
Morocco,MAR,1995,3.3459837
Morocco,MAR,1996,3.333445
Morocco,MAR,1998,3.4902346
Morocco,MAR,2000,3.6421683
Morocco,MAR,2004,3.4628432
Morocco,MAR,2005,4.600436
Morocco,MAR,2006,5.7730308
Morocco,MAR,2007,4.802669
Morocco,MAR,2008,5.5950694
Morocco,MAR,2009,4.2131042
Morocco,MAR,2010,4.6819844
Morocco,MAR,2011,5.1361995
Morocco,MAR,2012,5.906663
Morocco,MAR,2013,9.348137
Morocco,MAR,2014,10.365385
Morocco,MAR,2015,6.458969
Morocco,MAR,2016,6.750738
Morocco,MAR,2017,5.573051
Morocco,MAR,2018,5.204924
Morocco,MAR,2019,5.481428
Morocco,MAR,2020,6.8140745
Mozambique,MOZ,1999,0.11535425
Mozambique,MOZ,2006,0.048225332
Mozambique,MOZ,2007,0.845844
Mozambique,MOZ,2008,0.091551736
Mozambique,MOZ,2009,0.3119894
Mozambique,MOZ,2010,0.6500899
Mozambique,MOZ,2011,0.33669433
Mozambique,MOZ,2012,0.5717176
Mozambique,MOZ,2013,0.51481605
Mozambique,MOZ,2014,0.5376612
Mozambique,MOZ,2015,0.89407945
Mozambique,MOZ,2016,0.5415847
Mozambique,MOZ,2017,0.8400582
Mozambique,MOZ,2018,1.1555239
Mozambique,MOZ,2019,0.7594368
Mozambique,MOZ,2020,0.8339149
Namibia,NAM,1990,3.6522582
Namibia,NAM,1991,2.119207
Namibia,NAM,1993,8.610138
Namibia,NAM,2015,5.694988
Namibia,NAM,2016,7.7474303
Namibia,NAM,2017,4.229152
Namibia,NAM,2018,8.729333
Namibia,NAM,2019,3.2697797
Nepal,NPL,1980,0.12820148
Nepal,NPL,1992,0.04830419
Nepal,NPL,1993,0.28212252
Nepal,NPL,1994,0.18353039
Nepal,NPL,1995,0.13449554
Nepal,NPL,2011,0.29340142
Nepal,NPL,2012,0.14635558
Nepal,NPL,2013,0.65737677
Nepal,NPL,2014,0.36413807
Nepal,NPL,2015,0.39840165
Nepal,NPL,2016,0.3948145
Nepal,NPL,2017,0.709637
Netherlands,NLD,1980,129.22508
Netherlands,NLD,1981,133.42877
Netherlands,NLD,1982,131.01079
Netherlands,NLD,1983,131.45761
Netherlands,NLD,1984,127.40679
Netherlands,NLD,1985,133.51056
Netherlands,NLD,1986,127.87368
Netherlands,NLD,1987,134.23915
Netherlands,NLD,1988,146.18297
Netherlands,NLD,1989,148.48254
Netherlands,NLD,1990,143.66441
Netherlands,NLD,1991,106.66877
Netherlands,NLD,1992,115.704315
Netherlands,NLD,1993,113.63124
Netherlands,NLD,1994,113.88007
Netherlands,NLD,1995,137.44063
Netherlands,NLD,1996,151.1074
Netherlands,NLD,1997,152.9759
Netherlands,NLD,1998,155.89024
Netherlands,NLD,1999,160.94872
Netherlands,NLD,2000,155.03986
Netherlands,NLD,2001,132.02658
Netherlands,NLD,2002,132.15385
Netherlands,NLD,2003,141.86882
Netherlands,NLD,2004,135.03304
Netherlands,NLD,2005,136.33148
Netherlands,NLD,2006,132.79692
Netherlands,NLD,2007,126.836105
Netherlands,NLD,2008,147.07692
Netherlands,NLD,2009,155.71896
Netherlands,NLD,2010,152.07207
Netherlands,NLD,2011,154.7768
Netherlands,NLD,2012,141.49289
Netherlands,NLD,2013,137.24739
Netherlands,NLD,2014,135.30667
Netherlands,NLD,2015,129.51035
Netherlands,NLD,2016,133.72644
Netherlands,NLD,2017,130.23615
Netherlands,NLD,2018,122.12165
Netherlands,NLD,2019,128.31693
Netherlands,NLD,2020,126.07142
New Zealand,NZL,1980,364.7726
New Zealand,NZL,1981,326.8345
New Zealand,NZL,1982,309.5059
New Zealand,NZL,1983,344.7386
New Zealand,NZL,1984,307.96768
New Zealand,NZL,1985,308.41156
New Zealand,NZL,1986,291.61954
New Zealand,NZL,1987,276.4098
New Zealand,NZL,1988,242.15886
New Zealand,NZL,1989,242.06952
New Zealand,NZL,1990,236.0637
New Zealand,NZL,1991,282.34097
New Zealand,NZL,1992,291.85568
New Zealand,NZL,1993,345.85626
New Zealand,NZL,1994,346.3234
New Zealand,NZL,1995,349.49246
New Zealand,NZL,1996,341.96423
New Zealand,NZL,1997,416.32977
New Zealand,NZL,1998,309.96994
New Zealand,NZL,1999,370.41907
New Zealand,NZL,2000,379.48096
New Zealand,NZL,2001,454.54697
New Zealand,NZL,2002,465.73682
New Zealand,NZL,2003,458.9616
New Zealand,NZL,2004,399.6163
New Zealand,NZL,2005,458.04498
New Zealand,NZL,2006,515.0735
New Zealand,NZL,2007,448.18246
New Zealand,NZL,2008,294.81943
New Zealand,NZL,2009,361.38553
New Zealand,NZL,2010,364.67422
New Zealand,NZL,2011,342.59442
New Zealand,NZL,2012,323.10837
New Zealand,NZL,2013,362.64438
New Zealand,NZL,2014,362.4121
New Zealand,NZL,2015,257.91885
New Zealand,NZL,2016,230.287
New Zealand,NZL,2017,213.64221
New Zealand,NZL,2018,210.1879
New Zealand,NZL,2019,65.33532
New Zealand,NZL,2020,68.759346
Nicaragua,NIC,1985,0.53148574
Nicaragua,NIC,1992,0.67763275
Nicaragua,NIC,1993,0.44182393
Nicaragua,NIC,1997,0.6127496
Nicaragua,NIC,1998,2.412278
Nicaragua,NIC,1999,1.7822188
Nicaragua,NIC,2000,2.7326548
Nicaragua,NIC,2011,0.33655563
Nicaragua,NIC,2012,0.66328335
Nicaragua,NIC,2013,0.490246
Nicaragua,NIC,2014,0.16106483
Nigeria,NGA,1985,0.119638324
Nigeria,NGA,1990,0.12603155
Nigeria,NGA,2011,0.38679168
Nigeria,NGA,2012,0.24694851
Nigeria,NGA,2013,0.28616214
Nigeria,NGA,2016,0.4505294
Nigeria,NGA,2017,0.5168068
Nigeria,NGA,2018,1.9255234
Nigeria,NGA,2019,2.1593227
Nigeria,NGA,2020,1.968056
North America,,1980,172.95262
North America,,1981,172.83162
North America,,1982,172.51262
North America,,1983,160.02715
North America,,1984,164.24684
North America,,1985,166.93776
North America,,1986,168.79298
North America,,1987,175.28479
North America,,1988,190.41
North America,,1989,205.7548
North America,,1990,221.05655
North America,,1991,210.63269
North America,,1992,219.07358
North America,,1993,234.63112
North America,,1994,244.85689
North America,,1995,278.05716
North America,,1996,237.5112
North America,,1997,262.24878
North America,,1998,292.4556
North America,,1999,319.41556
North America,,2000,347.43906
North America,,2001,368.6145
North America,,2002,377.86865
North America,,2003,382.9509
North America,,2004,382.44052
North America,,2005,413.7355
North America,,2006,436.63412
North America,,2007,468.0561
North America,,2008,444.82355
North America,,2009,427.81396
North America,,2010,453.965
North America,,2011,460.1992
North America,,2012,493.27805
North America,,2013,522.0869
North America,,2014,511.5841
North America,,2015,512.70135
North America,,2016,519.79285
North America,,2017,512.607
North America,,2018,494.04617
North America,,2019,490.01263
North America,,2020,461.13913
North Korea,PRK,2005,243.18513
North Korea,PRK,2006,262.0095
North Korea,PRK,2007,281.07477
North Korea,PRK,2009,323.65793
North Korea,PRK,2010,324.79373
North Korea,PRK,2011,321.01627
North Korea,PRK,2012,335.66687
North Korea,PRK,2017,317.24796
North Korea,PRK,2018,306.0283
North Korea,PRK,2019,286.4249
North Korea,PRK,2020,268.17462
North Macedonia,MKD,1993,39.060623
North Macedonia,MKD,1994,29.256609
North Macedonia,MKD,1995,50.40396
North Macedonia,MKD,1996,26.075228
North Macedonia,MKD,1997,32.930187
North Macedonia,MKD,1998,41.732
North Macedonia,MKD,1999,31.623976
North Macedonia,MKD,2000,34.839104
North Macedonia,MKD,2001,32.141956
North Macedonia,MKD,2002,20.341555
North Macedonia,MKD,2003,23.175531
North Macedonia,MKD,2004,21.19584
North Macedonia,MKD,2005,25.49711
North Macedonia,MKD,2006,26.428572
North Macedonia,MKD,2007,50.396114
North Macedonia,MKD,2008,16.297356
North Macedonia,MKD,2009,18.662136
North Macedonia,MKD,2010,12.895042
North Macedonia,MKD,2011,17.643328
North Macedonia,MKD,2012,23.815353
North Macedonia,MKD,2013,19.97888
North Macedonia,MKD,2020,22.263508
Norway,NOR,1980,175.24202
Norway,NOR,1981,174.15228
Norway,NOR,1982,168.41089
Norway,NOR,1983,199.82677
Norway,NOR,1984,232.1126
Norway,NOR,1985,222.26825
Norway,NOR,1986,216.67848
Norway,NOR,1987,211.12798
Norway,NOR,1988,214.74445
Norway,NOR,1989,240.11893
Norway,NOR,1990,211.94647
Norway,NOR,1991,216.80542
Norway,NOR,1992,219.52335
Norway,NOR,1993,239.09253
Norway,NOR,1994,247.65117
Norway,NOR,1995,258.75552
Norway,NOR,1996,294.64722
Norway,NOR,1997,285.10892
Norway,NOR,1998,273.71158
Norway,NOR,1999,299.18326
Norway,NOR,2000,291.9039
Norway,NOR,2001,263.40164
Norway,NOR,2002,259.56085
Norway,NOR,2003,236.355
Norway,NOR,2004,248.678
Norway,NOR,2005,247.2051
Norway,NOR,2006,240.07306
Norway,NOR,2007,260.108
Norway,NOR,2008,241.1582
Norway,NOR,2009,258.014
Norway,NOR,2010,228.43718
Norway,NOR,2011,226.50354
Norway,NOR,2012,201.03374
Norway,NOR,2013,216.70383
Norway,NOR,2014,215.26196
Norway,NOR,2015,222.14272
Norway,NOR,2016,234.31274
Norway,NOR,2017,218.28947
Norway,NOR,2018,203.67744
Norway,NOR,2019,178.93587
Norway,NOR,2020,163.57376
Oman,OMN,2015,1.1928096
Oman,OMN,2016,0.68211585
Oman,OMN,2017,0.8806978
Oman,OMN,2018,3.4773839
Oman,OMN,2019,6.5178156
Pakistan,PAK,1980,0.4589201
Pakistan,PAK,1990,0.19928245
Pakistan,PAK,1991,0.18455823
Pakistan,PAK,1992,0.13891706
Pakistan,PAK,1993,0.1513382
Pakistan,PAK,1994,0.23985429
Pakistan,PAK,1995,0.15775539
Pakistan,PAK,1996,0.11658849
Pakistan,PAK,1997,0.19104187
Pakistan,PAK,1998,0.30932912
Pakistan,PAK,1999,0.29393205
Pakistan,PAK,2000,0.29798552
Pakistan,PAK,2001,0.36428103
Pakistan,PAK,2002,0.33688018
Pakistan,PAK,2003,0.3415696
Pakistan,PAK,2004,0.4277796
Pakistan,PAK,2005,0.82008535
Pakistan,PAK,2006,0.511035
Pakistan,PAK,2007,0.5991496
Pakistan,PAK,2008,0.914313
Pakistan,PAK,2010,0.58625543
Pakistan,PAK,2011,0.46323633
Pakistan,PAK,2012,0.4747637
Pakistan,PAK,2013,0.7353745
Pakistan,PAK,2014,0.70107496
Pakistan,PAK,2015,0.9906655
Pakistan,PAK,2016,0.9553923
Pakistan,PAK,2017,0.8919508
Pakistan,PAK,2018,1.3926088
Pakistan,PAK,2019,1.4017439
Pakistan,PAK,2020,1.4876975
Panama,PAN,1980,7.664836
Panama,PAN,1981,3.9938276
Panama,PAN,1982,3.414216
Panama,PAN,1983,7.6244793
Panama,PAN,1984,6.984606
Panama,PAN,1985,6.372123
